2025-12-24 13:28:28:392|1|4|Enabling NinjaScript strategy 'SessionLevelsStrategy/378061504' : On starting a real-time strategy - StartBehavior=WaitUntilFlat EntryHandling=All entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Stop strategy, cancel orders, close positions ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Recalculate DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=False CancelExitsOnStrategyDisable=False Calculate=On each tick IsUnmanaged=True MaxRestarts=2880 in 6 minutes
2025-12-24 13:31:10:439|1|16|NinjaScript strategy '/378061504' submitting order
2025-12-24 13:31:10:457|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Submitted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.6 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:10:457|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Accepted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.6 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:10:458|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Working' Instrument='MCL 02-26' Action='Sell short' Limit price=57.6 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:10:457|1|16|NinjaScript strategy '/378061504' submitting order
2025-12-24 13:31:10:470|1|32|Order='dd5c5a6151774f1baaf0fb32eb27a92c/Playback101' Name='EntryA_Short_2' New state='Submitted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.6 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:10:470|1|32|Order='dd5c5a6151774f1baaf0fb32eb27a92c/Playback101' Name='EntryA_Short_2' New state='Accepted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.6 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:10:471|1|32|Order='dd5c5a6151774f1baaf0fb32eb27a92c/Playback101' Name='EntryA_Short_2' New state='Working' Instrument='MCL 02-26' Action='Sell short' Limit price=57.6 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:11:055|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Change submitted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.59 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:11:056|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Accepted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.59 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:11:056|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Working' Instrument='MCL 02-26' Action='Sell short' Limit price=57.59 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:11:056|1|32|Order='dd5c5a6151774f1baaf0fb32eb27a92c/Playback101' Name='EntryA_Short_2' New state='Change submitted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.59 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:11:056|1|32|Order='dd5c5a6151774f1baaf0fb32eb27a92c/Playback101' Name='EntryA_Short_2' New state='Accepted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.59 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:11:056|1|32|Order='dd5c5a6151774f1baaf0fb32eb27a92c/Playback101' Name='EntryA_Short_2' New state='Working' Instrument='MCL 02-26' Action='Sell short' Limit price=57.59 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
2025-12-24 13:31:12:240|1|32|Order='ee1f8086c4924211b69b5eab29e527b0/Playback101' Name='EntryA_Short_1' New state='Change submitted' Instrument='MCL 02-26' Action='Sell short' Limit price=57.58 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error=''
