ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
25.1,6E 03-26,2025-12-19 10:32:00,Short,1.17825,2025-12-19 11:12:00,1.17715,TP1_Short_02,137.50,6.18,131.32,-37.50,287.50,Asia High,2,1.10
25.2,6E 03-26,2025-12-19 10:32:00,Short,1.17825,2025-12-19 18:00:00,1.1757,Exit on session close,318.75,6.18,312.57,-37.50,350.00,Asia High,2,2.55
1,6E 03-26,2025-12-08 11:00:00,Long,1.16980077720208,2025-12-08 11:01:00,1.16955,SL_Long_01,-62.69,12.36,-75.05,-62.69,12.31,USA Low,1,-1.00
2,6E 03-26,2025-12-08 11:24:00,Long,1.16850006918021,2025-12-08 11:37:00,1.1682,SL_Long_02,-75.02,12.36,-87.38,-75.02,87.48,USA Low,2,-1.00
3,6E 03-26,2025-12-08 11:51:00,Long,1.16805017621145,2025-12-08 12:25:00,1.1675,SL_Long_03,-137.54,12.36,-149.90,-137.54,124.96,USA Low,3,-1.00
4.1,6E 03-26,2025-12-08 12:54:00,Long,1.16800139030613,2025-12-08 21:50:00,1.17005,TP1_Long_04,256.08,6.18,249.90,-50.35,524.65,USA Low,4,1.70
4.2,6E 03-26,2025-12-08 12:54:00,Long,1.16800139030613,2025-12-09 05:43:00,1.1711,TP2_Long_04,387.33,6.18,381.15,-50.35,524.65,USA Low,4,2.58
5.1,6E 03-26,2025-12-09 11:16:00,Long,1.16765,2025-12-09 11:31:00,1.1692,TP1_Long_01,193.75,6.18,187.57,-25.00,400.00,USA Low,1,1.55
5.2,6E 03-26,2025-12-09 11:16:00,Long,1.16765,2025-12-09 14:16:00,1.16765,SL_Long_01,0.00,6.18,-6.18,-25.00,400.00,USA Low,1,0.00
1,6E 03-26,2025-12-08 11:00:00,Long,1.16980077720208,2025-12-08 11:01:00,1.16955,SL_Long_01,-62.69,12.36,-75.05,-62.69,12.31,USA Low,1,-1.00
2,6E 03-26,2025-12-08 11:24:00,Long,1.16850006918021,2025-12-08 11:37:00,1.1682,SL_Long_02,-75.02,12.36,-87.38,-75.02,87.48,USA Low,2,-1.00
3,6E 03-26,2025-12-08 11:51:00,Long,1.16805017621145,2025-12-08 12:25:00,1.1675,SL_Long_03,-137.54,12.36,-149.90,-137.54,124.96,USA Low,3,-1.00
4.1,6E 03-26,2025-12-08 12:54:00,Long,1.16800139030613,2025-12-08 21:50:00,1.17005,TP1_Long_04,256.08,6.18,249.90,-50.35,524.65,USA Low,4,1.70
4.2,6E 03-26,2025-12-08 12:54:00,Long,1.16800139030613,2025-12-09 05:43:00,1.1711,TP2_Long_04,387.33,6.18,381.15,-50.35,524.65,USA Low,4,2.58
5.1,6E 03-26,2025-12-09 11:16:00,Long,1.16765,2025-12-09 11:31:00,1.1692,TP1_Long_01,193.75,6.18,187.57,-25.00,400.00,USA Low,1,1.55
5.2,6E 03-26,2025-12-09 11:16:00,Long,1.16765,2025-12-09 14:16:00,1.16765,SL_Long_01,0.00,6.18,-6.18,-25.00,400.00,USA Low,1,0.00
1,6E 03-26,2025-12-01 04:52:00,Short,1.16774745160499,2025-12-01 05:46:00,1.16855,SL_Short_01,-200.64,12.36,-213.00,-200.64,111.86,Europe High,1,-1.00
2,6E 03-26,2025-12-01 06:05:00,Short,1.16844967485549,2025-12-01 06:05:00,1.16865,SL_Short_02,-75.12,18.54,-93.66,-75.12,56.13,Europe High,2,-1.00
