ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
1,MNQ 03-26,2025-11-24 04:24:00,Short,24786.9944768026,2025-11-24 04:26:00,24795,SL_Short_01,-48.03,5.46,-53.49,-48.03,14.97,Europe High,1,-1.00
2,MNQ 03-26,2025-11-24 04:32:00,Short,24800.9792125551,2025-11-24 04:39:00,24809,SL_Short_02,-48.12,5.46,-53.58,-48.12,145.38,Europe High,2,-1.00
3,MNQ 03-26,2025-11-24 05:35:00,Long,24655.5214478032,2025-11-24 05:35:00,24655.25,SL_Long_01,-1.09,3.64,-4.73,-1.09,2.91,Europe Low,1,-1.00
4,MNQ 03-26,2025-11-25 05:10:00,Long,25129.7860248118,2025-11-25 05:19:00,25109,SL_Long_01,-83.14,3.64,-86.78,-83.14,42.86,Asia Low,1,-1.00
5,MNQ 03-26,2025-11-25 05:25:00,Long,25105.7564721369,2025-11-25 05:26:00,25099.25,SL_Long_02,-65.06,9.10,-74.16,-65.06,27.44,Asia Low,2,-1.00
6,MNQ 03-26,2025-11-25 06:04:00,Long,25102.7930887586,2025-11-25 06:04:00,25102.5,SL_Long_03,-1.17,3.64,-4.81,-2.17,0.00,Asia Low,3,-1.00
7,MNQ 03-26,2025-11-25 10:38:00,Long,25097.5000652276,2025-11-25 10:38:00,25097.25,SL_Long_04,-1.00,3.64,-4.64,-1.00,9.00,Asia Low,4,-1.00
8,MNQ 03-26,2025-11-25 13:31:00,Short,25253.4995055939,2025-11-25 13:33:00,25270.75,SL_Short_01,-69.00,3.64,-72.64,-69.00,25.00,USA High,1,-1.00
9,MNQ 03-26,2025-11-25 13:46:00,Short,25297.491903503,2025-11-25 16:32:00,25314.75,SL_Short_02,-69.03,3.64,-72.67,-69.03,424.97,USA High,2,-1.00
10,MNQ 03-26,2025-11-25 16:35:00,Short,25324.5,2025-11-25 16:36:00,25334.5,SL_Short_03,-60.00,5.46,-65.46,-60.00,10.50,USA High,3,-1.00
11,MNQ 03-26,2025-11-25 16:39:00,Short,25332,2025-11-25 16:41:00,25337.75,SL_Short_04,-69.00,10.92,-79.92,-69.00,75.00,USA High,4,-1.00
12,MNQ 03-26,2025-11-25 17:00:00,Short,25354.4834978666,2025-11-25 20:18:00,25354.75,SL_Short_05,-1.07,3.64,-4.71,-1.07,167.93,USA High,5,-1.00
13,MNQ 03-26,2025-11-25 21:23:00,Short,25400.4968131868,2025-11-25 21:32:00,25411.25,SL_Short_06,-64.52,5.46,-69.98,-64.52,65.98,USA High,6,-1.00
14,MNQ 03-26,2025-11-25 21:49:00,Short,25413.9946475196,2025-11-25 21:59:00,25421.5,SL_Short_07,-75.05,9.10,-84.15,-75.05,87.45,USA High,7,-1.00
15,MNQ 03-26,2025-11-25 22:08:00,Short,25417,2025-11-25 22:17:00,25424.5,SL_Short_08,-75.00,9.10,-84.10,-75.00,45.00,USA High,8,-1.00
16,MNQ 03-26,2025-11-25 22:24:00,Short,25418.4902813773,2025-11-25 22:40:00,25428,SL_Short_09,-76.08,7.28,-83.36,-76.08,37.92,USA High,9,-1.00
17,MNQ 03-26,2025-11-25 22:51:00,Short,25427.75,2025-11-25 22:54:00,25434.5,SL_Short_10,-67.50,9.10,-76.60,-67.50,45.00,USA High,10,-1.00
18,MNQ 03-26,2025-11-25 23:00:00,Short,25434.5,2025-11-25 23:02:00,25437.5,SL_Short_11,-66.00,20.02,-86.02,-66.00,33.00,USA High,11,-1.00
19,MNQ 03-26,2025-11-25 23:21:00,Short,25431.8875337677,2025-11-26 01:22:00,25450,SL_Short_12,-72.45,3.64,-76.09,-72.45,72.55,USA High,12,-1.00
20,MNQ 03-26,2025-11-26 01:31:00,Short,25446.7322809278,2025-11-26 01:34:00,25454.75,SL_Short_13,-64.14,7.28,-71.42,-64.14,9.86,USA High,13,-1.00
21,MNQ 03-26,2025-11-26 01:39:00,Short,25452.25,2025-11-26 01:39:00,25456,SL_Short_14,-67.50,16.38,-83.88,-67.50,9.00,USA High,14,-1.00
22,MNQ 03-26,2025-11-26 03:01:00,Short,25469.4028969957,2025-11-26 03:28:00,25475,SL_Short_15,-67.17,10.92,-78.09,-67.17,91.83,USA High,15,-1.00
23,MNQ 03-26,2025-11-26 04:14:00,Short,25463.165188437,2025-11-26 04:14:00,25463.5,SL_Short_16,-1.34,3.64,-4.98,-1.34,15.66,USA High,16,-1.00
24,MNQ 03-26,2025-11-27 20:27:00,Short,25597.7438118812,2025-11-27 21:07:00,25605.5,SL_Short_01,-31.02,3.64,-34.66,-31.02,53.98,Asia High,1,-1.00
1,MNQ 03-26,2025-11-17 04:18:00,Short,25588.75,2025-11-17 04:21:00,25595,SL_Short_01,-87.50,12.74,-100.24,-87.50,42.00,Europe High,1,-1.00
2,MNQ 03-26,2025-11-17 04:31:00,Short,25590.4658659924,2025-11-17 04:40:00,25606,SL_Short_02,-62.14,3.64,-65.78,-62.14,37.86,Europe High,2,-1.00
3,MNQ 03-26,2025-11-17 04:47:00,Short,25602.2487690793,2025-11-17 04:58:00,25613.5,SL_Short_03,-67.51,5.46,-72.97,-67.51,68.99,Europe High,3,-1.00
4,MNQ 03-26,2025-11-17 09:00:00,Long,25382.75,2025-11-17 09:06:00,25364.75,SL_Long_01,-72.00,3.64,-75.64,-72.00,42.00,Europe Low,1,-1.00
5,MNQ 03-26,2025-11-17 09:22:00,Long,25337.3785291106,2025-11-17 09:22:00,25337.25,SL_Long_02,-0.51,3.64,-4.15,0.00,0.00,Europe Low,2,-1.00
6,MNQ 03-26,2025-11-17 09:50:00,Long,25291.25,2025-11-17 09:51:00,25276.75,SL_Long_03,-58.00,3.64,-61.64,-58.00,1.00,Europe Low,3,-1.00
7,MNQ 03-26,2025-11-17 10:04:00,Long,25302.8555405693,2025-11-17 10:04:00,25302.5,SL_Long_04,-1.42,3.64,-5.06,-1.42,0.00,Europe Low,4,-1.00
8,MNQ 03-26,2025-11-18 00:30:00,Long,24901.7511675327,2025-11-18 02:39:00,24901.5,SL_Long_01,-1.00,3.64,-4.64,-1.00,475.00,Asia Low,1,-1.00
9.1,MNQ 03-26,2025-11-18 03:16:00,Long,24880.2776647869,2025-11-18 04:05:00,25003.75,TP1_Long_02,246.94,1.82,245.12,-49.11,494.89,Asia Low,2,2.62
9.2,MNQ 03-26,2025-11-18 03:16:00,Long,24880.2776647869,2025-11-18 04:05:00,25005.5,TP2_Long_02,250.44,1.82,248.62,-49.11,494.89,Asia Low,2,2.66
10,MNQ 03-26,2025-11-18 11:12:00,Long,24772.5503349588,2025-11-18 11:12:00,24772.25,SL_Long_01,-1.20,3.64,-4.84,-1.20,0.00,USA Low,1,-1.00
11,MNQ 03-26,2025-11-19 06:28:00,Short,24953.4998140573,2025-11-19 06:30:00,24958.5,SL_Short_01,-60.00,10.92,-70.92,-60.00,36.00,Asia High,1,-1.00
12,MNQ 03-26,2025-11-19 06:36:00,Short,24944.9900202122,2025-11-19 06:55:00,24960.5,SL_Short_02,-62.04,3.64,-65.68,-62.04,60.96,Asia High,2,-1.00
13,MNQ 03-26,2025-11-19 07:07:00,Short,24959.2415043514,2025-11-19 07:11:00,24966.75,SL_Short_03,-60.07,7.28,-67.35,-60.07,71.93,Asia High,3,-1.00
14,MNQ 03-26,2025-11-19 07:40:00,Short,24958.7427262197,2025-11-19 07:40:00,24959,SL_Short_04,-1.03,3.64,-4.67,-1.03,0.97,Asia High,4,-1.00
15,MNQ 03-26,2025-11-19 11:25:00,Short,25209.2496645303,2025-11-19 11:25:00,25209.5,SL_Short_01,-1.00,3.64,-4.64,-1.00,0.00,Asia High,1,-1.00
16,MNQ 03-26,2025-11-20 09:39:00,Short,25457.7340982948,2025-11-20 09:39:00,25458,SL_Short_01,-1.06,3.64,-4.70,-1.06,0.00,Asia High,1,-1.00
17,MNQ 03-26,2025-11-20 10:02:00,Short,25493.9790389075,2025-11-20 10:49:00,25518.5,SL_Short_01,-98.08,3.64,-101.72,-98.08,382.92,USA High,1,-1.00
18,MNQ 03-26,2025-11-20 12:30:00,Long,25198,2025-11-20 12:30:00,25197.75,SL_Long_01,-1.00,3.64,-4.64,0.00,0.00,Asia Low,1,-1.00
19,MNQ 03-26,2025-11-20 13:04:00,Long,24837.2540679892,2025-11-20 13:04:00,24837,SL_Long_02,-1.02,3.64,-4.66,-2.02,0.00,Asia Low,2,-1.00
20,MNQ 03-26,2025-11-20 13:25:00,Long,24679.7619875684,2025-11-20 13:25:00,24679.5,SL_Long_01,-1.05,3.64,-4.69,-1.05,0.00,USA Low,1,-1.00
21,MNQ 03-26,2025-11-20 13:44:00,Long,24646.0597544396,2025-11-20 13:44:00,24645.75,SL_Long_02,-1.24,3.64,-4.88,-1.24,20.76,USA Low,2,-1.00
22,MNQ 03-26,2025-11-20 15:13:00,Long,24508.251442264,2025-11-20 15:13:00,24508,SL_Long_03,-1.01,3.64,-4.65,0.00,0.00,USA Low,3,-1.00
23,MNQ 03-26,2025-11-20 17:10:00,Long,24374.7508832858,2025-11-20 17:10:00,24374.5,SL_Long_04,-1.00,3.64,-4.64,-1.00,1.00,USA Low,4,-1.00
24,MNQ 03-26,2025-11-21 06:16:00,Long,24213.756404653,2025-11-21 06:16:00,24213.5,SL_Long_01,-1.03,3.64,-4.67,-2.03,0.00,Europe Low,1,-1.00
25,MNQ 03-26,2025-11-21 09:02:00,Short,24477.9000427951,2025-11-21 09:02:00,24478.25,SL_Short_01,-1.40,3.64,-5.04,-1.40,0.00,Asia High,1,-1.00
26,MNQ 03-26,2025-11-21 09:32:00,Short,24483.9706129624,2025-11-21 09:32:00,24484.25,SL_Short_02,-1.12,3.64,-4.76,-1.12,0.00,Asia High,2,-1.00
1,MNQ 03-26,2025-11-10 04:41:00,Short,25762.25,2025-11-10 04:43:00,25768.5,SL_Short_01,-50.00,7.28,-57.28,-50.00,6.00,Europe High,1,-1.00
2,MNQ 03-26,2025-11-10 05:42:00,Short,25797.2186355311,2025-11-10 05:42:00,25797.5,SL_Short_02,-1.13,3.64,-4.77,-1.13,0.00,Europe High,2,-1.00
3,MNQ 03-26,2025-11-10 10:55:00,Short,25864.249737335,2025-11-10 10:55:00,25864.5,SL_Short_03,-1.00,3.64,-4.64,-1.00,16.00,Europe High,3,-1.00
4.1,MNQ 03-26,2025-11-10 11:33:00,Short,25906.2486303775,2025-11-10 11:56:00,25788.75,TP1_Short_04,235.00,1.82,233.18,-44.01,470.99,Europe High,4,4.27
4.2,MNQ 03-26,2025-11-10 11:33:00,Short,25906.2486303775,2025-11-10 12:41:00,25709.25,TP2_Short_04,394.00,1.82,392.18,-44.01,470.99,Europe High,4,7.16
5,MNQ 03-26,2025-11-11 04:49:00,Long,25890.5001995211,2025-11-11 05:01:00,25883.25,SL_Long_01,-72.50,9.10,-81.60,-72.50,120.00,Asia Low,1,-1.00
6,MNQ 03-26,2025-11-11 05:12:00,Long,25893.085254215,2025-11-11 05:35:00,25876.75,SL_Long_02,-65.34,3.64,-68.98,-65.34,20.66,Asia Low,2,-1.00
7,MNQ 03-26,2025-11-11 05:52:00,Long,25869.75,2025-11-11 05:54:00,25855.75,SL_Long_03,-84.00,5.46,-89.46,-84.00,4.50,Asia Low,3,-1.00
8,MNQ 03-26,2025-11-11 06:07:00,Long,25855.0098364279,2025-11-11 08:39:00,25849.25,SL_Long_04,-80.64,12.74,-93.38,-80.64,608.86,Asia Low,4,-1.00
9,MNQ 03-26,2025-11-11 08:48:00,Long,25849.0012784751,2025-11-11 09:26:00,25835.75,SL_Long_05,-79.51,5.46,-84.97,-79.51,181.49,Asia Low,5,-1.00
10,MNQ 03-26,2025-11-11 09:33:00,Long,25838.2512077295,2025-11-11 10:51:00,25825.5,SL_Long_06,-76.51,5.46,-81.97,-76.51,365.99,Asia Low,6,-1.00
11,MNQ 03-26,2025-11-11 11:05:00,Long,25851.5215513594,2025-11-11 11:05:00,25851.25,SL_Long_07,-1.09,3.64,-4.73,-1.09,0.00,Asia Low,7,-1.00
12,MNQ 03-26,2025-11-11 11:15:00,Long,25820.5251603889,2025-11-11 11:20:00,25796.5,SL_Long_08,-96.10,3.64,-99.74,-96.10,29.90,Asia Low,8,-1.00
13,MNQ 03-26,2025-11-11 11:46:00,Long,25779.256378165,2025-11-11 11:46:00,25779,SL_Long_09,-1.03,3.64,-4.67,-1.03,0.00,Asia Low,9,-1.00
14,MNQ 03-26,2025-11-11 12:05:00,Long,25770.5223265519,2025-11-11 12:05:00,25770.25,SL_Long_10,-1.09,3.64,-4.73,-1.09,1.91,Asia Low,10,-1.00
15.1,MNQ 03-26,2025-11-11 12:34:00,Long,25752.5,2025-11-11 13:53:00,25856,TP1_Long_11,207.00,1.82,205.18,-4.00,415.00,Asia Low,11,2.46
15.2,MNQ 03-26,2025-11-11 12:34:00,Long,25752.5,2025-11-12 02:35:00,26022,TP2_Long_11,539.00,1.82,537.18,-4.00,539.50,Asia Low,11,6.42
16,MNQ 03-26,2025-11-12 02:38:00,Short,26021.2494220989,2025-11-12 02:47:00,26027.75,SL_Short_01,-78.01,10.92,-88.93,-78.01,47.99,Asia High,1,-1.00
17,MNQ 03-26,2025-11-12 02:54:00,Short,26024.2446261682,2025-11-12 03:01:00,26028.25,SL_Short_02,-72.10,16.38,-88.48,-72.10,85.40,Asia High,2,-1.00
18,MNQ 03-26,2025-11-12 03:20:00,Short,26033.9886223862,2025-11-12 03:22:00,26039.5,SL_Short_03,-77.16,12.74,-89.90,-77.16,24.34,Asia High,3,-1.00
19,MNQ 03-26,2025-11-12 03:45:00,Short,26059.4979897661,2025-11-12 05:40:00,26066.75,SL_Short_04,-72.52,9.10,-81.62,-72.52,424.98,Asia High,4,-1.00
20,MNQ 03-26,2025-11-12 05:48:00,Short,26073,2025-11-12 06:02:00,26079,SL_Short_05,-60.00,9.10,-69.10,-60.00,85.00,Asia High,5,-1.00
21,MNQ 03-26,2025-11-12 06:10:00,Short,26075.9563527321,2025-11-12 07:31:00,25993.5,TP1_Short_06,329.83,3.64,326.19,-18.35,661.65,Asia High,6,5.13
21.2,MNQ 03-26,2025-11-12 06:10:00,Short,26075.9563527321,2025-11-12 10:43:00,25899,TP2_Short_06,707.83,3.64,704.19,-18.35,708.83,Asia High,6,11.00
22,MNQ 03-26,2025-11-12 11:06:00,Long,25860.2573497104,2025-11-12 11:06:00,25860,SL_Long_01,-1.03,3.64,-4.67,-1.03,0.00,Asia Low,1,-1.00
23,MNQ 03-26,2025-11-12 11:48:00,Long,25824.5673564489,2025-11-12 11:48:00,25824.25,SL_Long_02,-1.27,3.64,-4.91,-1.27,0.00,Asia Low,2,-1.00
24,MNQ 03-26,2025-11-12 12:19:00,Long,25783.0038400992,2025-11-12 12:19:00,25782.75,SL_Long_03,-1.02,3.64,-4.66,-1.02,0.00,Asia Low,3,-1.00
25,MNQ 03-26,2025-11-12 12:54:00,Long,25775.250064907,2025-11-12 12:54:00,25775,SL_Long_04,-1.00,3.64,-4.64,-1.00,22.00,Asia Low,4,-1.00
26,MNQ 03-26,2025-11-13 10:14:00,Long,25716.25,2025-11-13 10:14:00,25716,SL_Long_01,-1.00,3.64,-4.64,0.00,0.00,USA Low,1,-1.00
27,MNQ 03-26,2025-11-13 11:03:00,Long,25608.5629802026,2025-11-13 11:03:00,25608.25,SL_Long_02,-1.25,3.64,-4.89,-1.25,0.00,USA Low,2,-1.00
28,MNQ 03-26,2025-11-13 12:04:00,Long,25494.5164500202,2025-11-13 12:04:00,25494.25,SL_Long_03,-1.07,3.64,-4.71,-1.07,0.00,Asia Low,3,-1.00
