ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
16,MGC 02-26,2025-11-21 02:45:00,Long,4070.4001524132,2025-11-21 03:02:00,4062.7,SL_Long_01,-154.00,3.08,-157.08,-154.00,62.00,Asia Low,1,-1.00
17,MGC 02-26,2025-11-21 03:20:00,Long,4065.31944860654,2025-11-21 04:04:00,4057.6,SL_Long_02,-154.39,3.08,-157.47,-154.39,167.61,Asia Low,2,-1.00
18,MGC 02-26,2025-11-21 04:12:00,Long,4065.93612308897,2025-11-21 04:12:00,4065.8,SL_Long_03,-2.72,3.08,-5.80,-2.72,0.00,Asia Low,3,-1.00
1,MGC 02-26,2025-11-10 04:23:00,Short,4124.3785776614,2025-11-10 04:36:00,4128.7,SL_Short_01,-86.43,3.08,-89.51,-86.43,55.57,Europe High,1,-1.00
2.1,MGC 02-26,2025-11-10 04:48:00,Short,4126.88779931584,2025-11-10 05:14:00,4119.7,TP2_Short_02,71.88,1.54,70.34,-28.24,145.76,Europe High,2,0.99
2.2,MGC 02-26,2025-11-10 04:48:00,Short,4126.88779931584,2025-11-10 05:38:00,4130.5,SL_Short_02,-72.24,3.08,-75.32,-36.12,145.76,Europe High,2,-1.00
3,MGC 02-26,2025-11-11 11:27:00,Long,4150.3,2025-11-11 11:28:00,4147.6,SL_Long_01,-108.00,6.16,-114.16,-108.00,76.00,Asia Low,1,-1.00
4.1,MGC 02-26,2025-11-11 11:37:00,Long,4143.7,2025-11-11 16:54:00,4174.1,TP1_Long_02,304.00,1.54,302.46,-64.00,610.00,Asia Low,2,3.53
4.2,MGC 02-26,2025-11-11 11:37:00,Long,4143.7,2025-11-12 01:32:00,4143.7,SL_Long_02,0.00,1.54,-1.54,-64.00,610.00,Asia Low,2,0.00
5,MGC 02-26,2025-11-14 09:41:00,Long,4092.50065705597,2025-11-14 09:51:00,4083.9,SL_Long_01,-172.01,3.08,-175.09,-172.01,119.99,Europe Low,1,-1.00
1.1,MGC 02-26,2025-11-03 04:18:00,Short,4071.18941881678,2025-11-03 04:19:00,4068,TP2_Short_01,31.89,1.54,30.35,0.00,65.79,Europe High,1,0.35
1.2,MGC 02-26,2025-11-03 04:18:00,Short,4071.18941881678,2025-11-03 05:42:00,4048.6,TP1_Short_01,225.89,1.54,224.35,-24.11,226.89,Europe High,1,2.50
2,MGC 02-26,2025-11-04 10:09:00,Long,4015,2025-11-04 10:30:00,4009.9,SL_Long_01,-102.00,3.08,-105.08,-102.00,184.00,Europe Low,1,-1.00
3.1,MGC 02-26,2025-11-04 10:45:00,Long,3978.60057643278,2025-11-04 11:41:00,4014.2,TP2_Long_01,355.99,1.54,354.45,-50.01,713.99,USA Low,1,3.49
3.2,MGC 02-26,2025-11-04 10:45:00,Long,3978.60057643278,2025-11-04 20:42:00,3973.5,SL_Long_01,-102.01,3.08,-105.09,-51.01,713.99,USA Low,1,-1.00
