ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
8,MYM 03-26,2025-11-27 06:02:00,Long,47828,2025-11-27 09:31:00,47887,TP1_Long_03,1357.00,83.72,1273.28,0.00,2760.00,Asia Low,3,14.75
8.2,MYM 03-26,2025-11-27 06:02:00,Long,47828,2025-11-27 19:47:00,47923,TP2_Long_03,2185.00,83.72,2101.28,0.00,2760.00,Asia Low,3,23.75
9,MYM 03-26,2025-11-27 19:56:00,Short,47943,2025-11-27 20:07:00,47947,SL_Short_01,-78.00,70.98,-148.98,-78.00,136.50,Asia High,1,-1.00
10,MYM 03-26,2025-11-27 20:09:00,Short,47949,2025-11-27 20:14:00,47952,SL_Short_02,-51.00,61.88,-112.88,-51.00,102.00,Asia High,2,-1.00
11,MYM 03-26,2025-11-27 20:23:00,Short,47953.6818181818,2025-11-27 21:10:00,47961,SL_Short_03,-73.18,36.40,-109.58,-73.18,276.82,Asia High,3,-1.00
12,MYM 03-26,2025-11-27 21:23:00,Short,47959.9705882353,2025-11-27 21:24:00,47964,SL_Short_04,-66.49,60.06,-126.55,-82.99,0.00,Asia High,4,-1.00
13,MYM 03-26,2025-11-28 11:30:00,Short,48105,2025-11-28 11:32:00,48135,SL_Short_01,-60.00,7.28,-67.28,-60.00,24.00,USA High,1,-1.00
14,MYM 03-26,2025-11-28 11:46:00,Short,48122.9833333333,2025-11-28 11:57:00,48152,SL_Short_02,-58.03,7.28,-65.31,-58.03,21.97,USA High,2,-1.00
15,MYM 03-26,2025-11-28 12:12:00,Short,48143.9745042493,2025-11-28 12:13:00,48157,SL_Short_03,-58.61,16.38,-74.99,-58.61,0.00,USA High,3,-1.00
16,MYM 03-26,2025-11-28 12:25:00,Short,48137,2025-11-28 12:36:00,48167,SL_Short_04,-60.00,7.28,-67.28,-60.00,86.00,USA High,4,-1.00
17,MYM 03-26,2025-11-28 12:40:00,Short,48168.9701834862,2025-11-28 14:15:00,48131,Exit on session close,151.88,14.56,137.32,-48.12,371.88,USA High,5,2.71
1,MYM 03-26,2025-11-17 04:13:00,Short,47726,2025-11-17 04:14:00,47734,SL_Short_01,-76.00,34.58,-110.58,-76.00,19.00,Europe High,1,-1.00
2,MYM 03-26,2025-11-17 04:18:00,Short,47732,2025-11-17 04:22:00,47743,SL_Short_02,-88.00,29.12,-117.12,-88.00,48.00,Europe High,2,-1.00
3,MYM 03-26,2025-11-17 10:14:00,Long,47523.3684210526,2025-11-17 10:31:00,47490,SL_Long_01,-66.74,7.28,-74.02,-66.74,67.26,Europe Low,1,-1.00
4,MYM 03-26,2025-11-18 00:27:00,Long,46809.0106382979,2025-11-18 03:04:00,46782,SL_Long_01,-54.02,7.28,-61.30,-56.02,243.98,Asia Low,1,-1.00
5,MYM 03-26,2025-11-18 03:13:00,Long,46787,2025-11-18 04:08:00,46935,TP1_Long_02,148.00,3.64,144.36,-30.00,298.00,Asia Low,2,2.96
5.2,MYM 03-26,2025-11-18 03:13:00,Long,46787,2025-11-18 04:08:00,46936,TP2_Long_02,149.00,3.64,145.36,-30.00,298.00,Asia Low,2,2.98
6,MYM 03-26,2025-11-18 08:26:00,Long,46748,2025-11-18 08:46:00,46713,SL_Long_01,-70.00,7.28,-77.28,-70.00,20.00,Europe Low,1,-1.00
7,MYM 03-26,2025-11-18 09:30:00,Long,46684.7277017461,2025-11-18 10:25:00,46631,SL_Long_02,-53.73,3.64,-57.37,-53.73,57.27,Europe Low,2,-1.00
8,MYM 03-26,2025-11-18 10:31:00,Long,46628,2025-11-18 10:31:00,46610,SL_Long_03,-54.00,10.92,-64.92,-54.00,30.00,Europe Low,3,-1.00
9,MYM 03-26,2025-11-18 10:41:00,Long,46647.336304611,2025-11-18 10:43:00,46646,SL_Long_04,-1.34,3.64,-4.98,-1.34,53.66,Europe Low,4,-1.00
10,MYM 03-26,2025-11-18 11:12:00,Long,46499.0134095406,2025-11-18 11:18:00,46429,SL_Long_05,-70.01,3.64,-73.65,-70.01,38.99,Europe Low,5,-1.00
11,MYM 03-26,2025-11-18 11:30:00,Long,46527.2969730785,2025-11-18 11:30:00,46526,SL_Long_06,-1.30,3.64,-4.94,-1.30,0.00,Europe Low,6,-1.00
12,MYM 03-26,2025-11-18 12:06:00,Long,46396,2025-11-18 12:29:00,46645,TP1_Long_07,373.50,5.46,368.04,-42.00,750.00,Europe Low,7,5.41
12.2,MYM 03-26,2025-11-18 12:06:00,Long,46396,2025-11-18 13:32:00,46396,SL_Long_07,0.00,5.46,-5.46,-42.00,750.00,Europe Low,7,0.00
13,MYM 03-26,2025-11-19 20:42:00,Short,46829.963898917,2025-11-19 20:45:00,46849,SL_Short_01,-95.18,18.20,-113.38,-100.18,4.82,USA High,1,-1.00
14,MYM 03-26,2025-11-19 21:16:00,Short,46824.6123595506,2025-11-19 22:46:00,46862,SL_Short_02,-93.47,9.10,-102.57,-93.47,44.03,USA High,2,-1.00
15,MYM 03-26,2025-11-19 23:25:00,Short,46875.7545454545,2025-11-20 00:35:00,46901,SL_Short_03,-100.98,14.56,-115.54,-100.98,243.02,USA High,3,-1.00
16,MYM 03-26,2025-11-20 01:04:00,Short,46897,2025-11-20 01:05:00,46907,SL_Short_04,-105.00,38.22,-143.22,-105.00,0.00,USA High,4,-1.00
17,MYM 03-26,2025-11-20 01:23:00,Short,46910,2025-11-20 03:29:00,46922,SL_Short_05,-90.00,27.30,-117.30,-97.50,517.50,USA High,5,-1.00
