ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
9,MCL 02-26,2025-12-31 04:06:00,Long,57.79,2025-12-31 04:30:00,57.74,SL_Long_01,-75.00,23.10,-98.10,-75.00,60.00,Asia Low,1,-1.00
10,MCL 02-26,2025-12-31 04:54:00,Long,57.71,2025-12-31 05:35:00,57.89,TP1_Long_02,198.00,16.94,181.06,-21.00,399.00,Asia Low,2,3.14
10.2,MCL 02-26,2025-12-31 04:54:00,Long,57.71,2025-12-31 07:37:00,58.24,TP2_Long_02,530.00,15.40,514.60,-21.00,540.00,Asia Low,2,8.41
11,MCL 02-26,2025-12-31 08:11:00,Short,58.2794457831326,2025-12-31 08:55:00,58.08,TP1_Short_01,79.78,6.16,73.62,-56.44,167.56,Asia High,1,1.24
11.2,MCL 02-26,2025-12-31 08:11:00,Short,58.2794457831326,2025-12-31 09:23:00,58.2794457831326,SL_Short_01,0.00,6.16,-6.16,-56.44,167.56,Asia High,1,0.00
12,MCL 02-26,2025-12-31 09:39:00,Short,58.51,2025-12-31 09:52:00,58.55,SL_Short_01,-80.00,30.80,-110.80,-80.00,240.00,Europe High,1,-1.00
1,MCL 02-26,2025-12-22 06:40:00,Short,57.37,2025-12-22 06:41:00,57.4,SL_Short_01,-27.00,13.86,-40.86,-27.00,0.00,Europe High,1,-1.00
2,MCL 02-26,2025-12-22 06:56:00,Short,57.4299642857143,2025-12-22 07:01:00,57.49,SL_Short_02,-24.01,6.16,-30.17,-24.01,3.99,Europe High,2,-1.00
3,MCL 02-26,2025-12-22 07:09:00,Short,57.48,2025-12-22 07:10:00,57.53,SL_Short_03,-25.00,7.70,-32.70,-25.00,0.00,Europe High,3,-1.00
4,MCL 02-26,2025-12-22 07:25:00,Short,57.5899630996309,2025-12-22 07:31:00,57.64,SL_Short_04,-20.01,6.16,-26.17,-20.01,15.99,Europe High,4,-1.00
5,MCL 02-26,2025-12-22 07:51:00,Short,57.6496825396825,2025-12-22 07:53:00,57.68,SL_Short_05,-24.25,12.32,-36.57,-24.25,23.75,Europe High,5,-1.00
6,MCL 02-26,2025-12-22 08:21:00,Short,57.6896133567663,2025-12-22 09:09:00,57.78,SL_Short_06,-18.08,3.08,-21.16,-18.08,9.92,Europe High,6,-1.00
7,MCL 02-26,2025-12-22 09:25:00,Short,57.78,2025-12-22 09:27:00,57.83,SL_Short_07,-25.00,7.70,-32.70,-25.00,5.00,Europe High,7,-1.00
8,MCL 02-26,2025-12-22 09:37:00,Short,57.82,2025-12-22 09:39:00,57.86,SL_Short_08,-24.00,9.24,-33.24,-24.00,0.00,Europe High,8,-1.00
9,MCL 02-26,2025-12-22 09:44:00,Short,57.87,2025-12-22 09:45:00,57.9,SL_Short_09,-27.00,13.86,-40.86,-27.00,0.00,Europe High,9,-1.00
10,MCL 02-26,2025-12-22 09:58:00,Short,58.0598245614035,2025-12-23 06:33:00,58.15,SL_Short_10,-27.05,4.62,-31.67,-27.05,149.95,Europe High,10,-1.00
11,MCL 02-26,2025-12-23 06:48:00,Short,58.1,2025-12-23 09:01:00,58.2,SL_Short_11,-30.00,4.62,-34.62,-30.00,42.00,Europe High,11,-1.00
12,MCL 02-26,2025-12-23 09:18:00,Short,58.16,2025-12-23 09:47:00,58.21,SL_Short_12,-30.00,9.24,-39.24,-30.00,54.00,Europe High,12,-1.00
13,MCL 02-26,2025-12-23 09:54:00,Short,58.2,2025-12-23 10:21:00,58.03,TP1_Short_13,51.00,4.62,46.38,-15.00,90.00,Europe High,13,1.70
13.2,MCL 02-26,2025-12-23 09:54:00,Short,58.2,2025-12-23 13:13:00,58.2,SL_Short_13,0.00,3.08,-3.08,-15.00,98.00,Europe High,13,0.00
14,MCL 02-26,2025-12-23 14:01:00,Short,58.24,2025-12-23 14:22:00,58.3,SL_Short_14,-24.00,6.16,-30.16,-24.00,8.00,Europe High,14,-1.00
15,MCL 02-26,2025-12-23 14:38:00,Short,58.33,2025-12-23 14:49:00,58.38,SL_Short_15,-30.00,9.24,-39.24,-30.00,12.00,Europe High,15,-1.00
16,MCL 02-26,2025-12-23 15:02:00,Short,58.3499150141644,2025-12-23 15:17:00,58.41,SL_Short_16,-30.04,7.70,-37.74,-30.04,14.96,Europe High,16,-1.00
17,MCL 02-26,2025-12-23 15:46:00,Short,58.4,2025-12-23 16:13:00,58.51,SL_Short_17,-33.00,4.62,-37.62,-33.00,6.00,Europe High,17,-1.00
18,MCL 02-26,2025-12-23 17:37:00,Short,58.54,2025-12-23 17:38:00,58.56,SL_Short_18,-42.00,32.34,-74.34,-42.00,21.00,Europe High,18,-1.00
19,MCL 02-26,2025-12-23 17:46:00,Short,58.5397802197802,2025-12-23 20:05:00,58.57,SL_Short_19,-39.29,20.02,-59.31,-39.29,233.71,Europe High,19,-1.00
20,MCL 02-26,2025-12-24 04:24:00,Short,58.69,2025-12-24 04:34:00,58.73,SL_Short_01,-44.00,16.94,-60.94,-44.00,22.00,Europe High,1,-1.00
21,MCL 02-26,2025-12-24 04:50:00,Short,58.7297633136094,2025-12-24 05:04:00,58.55,TP2_Short_02,107.86,9.24,98.62,-0.28,215.72,Europe High,2,2.97
21.2,MCL 02-26,2025-12-24 04:50:00,Short,58.7297633136094,2025-12-24 05:04:00,58.55,TP1_Short_02,107.86,9.24,98.62,-0.28,215.72,Europe High,2,2.97
22,MCL 02-26,2025-12-24 12:01:00,Long,58.200140562249,2025-12-24 13:04:00,58.5,TP1_Long_01,59.97,3.08,56.89,-12.06,123.94,Asia Low,1,1.66
22.2,MCL 02-26,2025-12-24 12:01:00,Long,58.200140562249,2025-12-26 05:02:00,58.64,TP2_Long_01,87.97,3.08,84.89,-12.06,123.94,Asia Low,1,2.44
23,MCL 02-26,2025-12-26 06:40:00,Short,58.8298469387755,2025-12-26 07:00:00,58.55,TP1_Short_01,111.94,6.16,105.78,0.00,202.89,Europe High,1,3.19
23.2,MCL 02-26,2025-12-26 06:40:00,Short,58.8298469387755,2025-12-26 07:43:00,58.33,TP2_Short_01,149.95,4.62,145.33,0.00,202.89,Europe High,1,4.27
24,MCL 02-26,2025-12-26 09:54:00,Long,58.08,2025-12-26 10:01:00,57.99,SL_Long_01,-36.00,6.16,-42.16,-36.00,28.00,USA Low,1,-1.00
25,MCL 02-26,2025-12-26 10:05:00,Long,57.8001111111112,2025-12-26 10:53:00,57.76,SL_Long_02,-36.10,13.86,-49.96,-36.10,197.90,USA Low,2,-1.00
26,MCL 02-26,2025-12-26 11:02:00,Long,57.8103667481663,2025-12-26 11:20:00,57.71,SL_Long_03,-30.11,4.62,-34.73,-30.11,17.89,USA Low,3,-1.00
27,MCL 02-26,2025-12-26 11:31:00,Long,57.71,2025-12-26 11:34:00,57.64,SL_Long_04,-28.00,6.16,-34.16,-28.00,12.00,USA Low,4,-1.00
28,MCL 02-26,2025-12-26 11:51:00,Long,57.600017452007,2025-12-26 11:53:00,57.56,SL_Long_05,-32.01,12.32,-44.33,-32.01,7.99,USA Low,5,-1.00
29,MCL 02-26,2025-12-26 12:13:00,Long,57.41,2025-12-26 12:26:00,57.34,SL_Long_06,-35.00,7.70,-42.70,-35.00,45.00,USA Low,6,-1.00
30,MCL 02-26,2025-12-26 12:31:00,Long,57.34,2025-12-26 12:37:00,57.29,SL_Long_07,-35.00,10.78,-45.78,-35.00,28.00,USA Low,7,-1.00
31,MCL 02-26,2025-12-26 12:47:00,Long,57.2922459893049,2025-12-26 13:29:00,57.21,SL_Long_08,-49.35,9.24,-58.59,-49.35,34.65,USA Low,8,-1.00
32,MCL 02-26,2025-12-26 13:31:00,Long,57.1701886792453,2025-12-26 13:37:00,57.15,SL_Long_09,-48.45,36.96,-85.41,-48.45,167.55,USA Low,9,-1.00
33,MCL 02-26,2025-12-26 13:52:00,Long,57.2105177111716,2025-12-26 14:48:00,57.13,SL_Long_10,-48.31,9.24,-57.55,-48.31,59.69,USA Low,10,-1.00
34,MCL 02-26,2025-12-26 15:43:00,Long,56.73,2025-12-26 18:00:00,56.91,Exit on session close,108.00,9.24,98.76,-36.00,162.00,Asia Low,1,2.25
