Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
123,MNQ 03-25,Playback101,,Short,2,21683.75,21704.50,20/1/25 10:08:01 a. m.,20/1/25 10:22:36 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-8680,$4.49160,$380,$000,$000,$000,$000,$9400,$10100,$18780,15,
124,MNQ 03-25,Playback101,,Short,2,21740.00,21755.50,20/1/25 10:40:00 a. m.,20/1/25 10:40:58 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-6580,$4.42580,$380,$000,$000,$000,$000,$7200,$3600,$10180,1,
125,MNQ 03-25,Playback101,,Short,2,21740.00,21755.25,20/1/25 10:40:00 a. m.,20/1/25 10:40:58 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-6480,$4.36100,$380,$000,$000,$000,$000,$7200,$3600,$10080,1,
126,MNQ 03-25,Playback101,,Short,1,21740.25,21755.25,20/1/25 10:40:00 a. m.,20/1/25 10:40:58 a. m.,EntryAnticipado_Short_02,SL_Short_02,$-3190,$4.32910,$190,$000,$000,$000,$000,$3550,$1850,$5040,1,
127,MNQ 03-25,Playback101,,Short,1,21767.00,21649.00,20/1/25 10:50:01 a. m.,20/1/25 11:44:02 a. m.,EntryAnticipado_Short_03,TP1_Short_03,$23410,$4.56320,$190,$000,$000,$000,$000,$1050,$23950,$540,55,
128,MNQ 03-25,Playback101,,Short,1,21767.00,21649.00,20/1/25 10:50:01 a. m.,20/1/25 11:44:02 a. m.,EntryAnticipado_Short_03,TP1_Short_03,$23410,$4.79730,$190,$000,$000,$000,$000,$1050,$23950,$540,55,
129,MNQ 03-25,Playback101,,Short,1,21767.25,21649.00,20/1/25 10:50:01 a. m.,20/1/25 11:44:02 a. m.,EntryAnticipado_Short_03,TP1_Short_03,$23460,$5.03190,$190,$000,$000,$000,$000,$3400,$79400,$55940,55,
130,MNQ 03-25,Playback101,,Short,2,21767.25,21780.25,20/1/25 10:50:01 a. m.,21/1/25 5:02:12 p. m.,EntryAnticipado_Short_03,SL_Short_03,$-5580,$4.97610,$380,$000,$000,$000,$000,$6800,$1.58800,$1.64380,1513,
131,MNQ 03-25,Playback101,,Short,2,21753.75,21799.25,21/1/25 5:11:01 p. m.,21/1/25 7:00:02 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-18580,$4.79030,$380,$000,$000,$000,$000,$24300,$2700,$21280,50,
132,MNQ 03-25,Playback101,,Long,1,21787.50,21787.00,21/1/25 7:31:03 p. m.,21/1/25 7:31:03 p. m.,TP1_Short_01,EntryAnticipado_Short_01,$-290,$4.78740,$190,$000,$000,$000,$000,$100,$100,$390,1,
133,MNQ 03-25,Playback101,,Short,1,21787.25,21820.25,21/1/25 7:31:03 p. m.,21/1/25 8:10:31 p. m.,EntryAnticipado_Short_01,SL_Short_01,$-6790,$4.71950,$190,$000,$000,$000,$000,$6900,$150,$6940,40,
134,MNQ 03-25,Playback101,,Short,3,21810.25,21823.75,21/1/25 8:13:01 p. m.,21/1/25 8:31:07 p. m.,EntryAnticipado_Short_02,SL_Short_02,$-8670,$4.63280,$570,$000,$000,$000,$000,$9450,$3600,$12270,19,
135,MNQ 03-25,Playback101,,Short,3,21810.25,21823.50,21/1/25 8:13:01 p. m.,21/1/25 8:31:07 p. m.,EntryAnticipado_Short_02,SL_Short_02,$-8520,$4.54760,$570,$000,$000,$000,$000,$9450,$3600,$12120,19,
136,MNQ 03-25,Playback101,,Short,7,21836.00,21843.50,21/1/25 8:55:03 p. m.,21/1/25 10:07:01 p. m.,EntryAnticipado_Short_03,SL_Short_03,$-11830,$4.42930,$1330,$000,$000,$000,$000,$13650,$34300,$46130,73,
137,MNQ 03-25,Playback101,,Short,4,21836.25,21843.25,21/1/25 8:55:03 p. m.,21/1/25 10:07:01 p. m.,EntryAnticipado_Short_03,SL_Short_03,$-6360,$4.36570,$760,$000,$000,$000,$000,$7600,$19800,$26160,73,
138,MNQ 03-25,Playback101,,Short,2,21838.50,21846.25,21/1/25 10:28:03 p. m.,21/1/25 10:34:11 p. m.,EntryAnticipado_Short_04,SL_Short_04,$-3480,$4.33090,$380,$000,$000,$000,$000,$3200,$900,$4380,7,
139,MNQ 03-25,Playback101,,Short,7,21838.75,21846.25,21/1/25 10:28:03 p. m.,21/1/25 10:34:11 p. m.,EntryAnticipado_Short_04,SL_Short_04,$-11830,$4.21260,$1330,$000,$000,$000,$000,$10850,$3500,$15330,7,
140,MNQ 03-25,Playback101,,Short,1,21838.75,21846.00,21/1/25 10:28:03 p. m.,21/1/25 10:34:11 p. m.,EntryAnticipado_Short_04,SL_Short_04,$-1640,$4.19620,$190,$000,$000,$000,$000,$1550,$500,$2140,7,
141,MNQ 03-25,Playback101,,Short,7,21843.25,21850.50,21/1/25 10:41:01 p. m.,21/1/25 11:13:01 p. m.,EntryAnticipado_Short_05,SL_Short_05,$-11480,$4.08140,$1330,$000,$000,$000,$000,$11200,$19600,$31080,33,
142,MNQ 03-25,Playback101,,Short,3,21843.25,21850.25,21/1/25 10:41:01 p. m.,21/1/25 11:13:01 p. m.,EntryAnticipado_Short_05,SL_Short_05,$-4770,$4.03370,$570,$000,$000,$000,$000,$4800,$8400,$13170,33,
143,MNQ 03-25,Playback101,,Short,2,21843.50,21850.25,21/1/25 10:41:01 p. m.,21/1/25 11:13:01 p. m.,EntryAnticipado_Short_05,SL_Short_05,$-3080,$4.00290,$380,$000,$000,$000,$000,$3100,$5700,$8780,33,
144,MNQ 03-25,Playback101,,Short,4,21844.00,21853.25,21/1/25 11:18:01 p. m.,21/1/25 11:38:28 p. m.,EntryAnticipado_Short_06,SL_Short_06,$-8160,$3.92130,$760,$000,$000,$000,$000,$8800,$2800,$10960,21,
145,MNQ 03-25,Playback101,,Short,3,21844.25,21853.25,21/1/25 11:18:01 p. m.,21/1/25 11:38:28 p. m.,EntryAnticipado_Short_06,SL_Short_06,$-5970,$3.86160,$570,$000,$000,$000,$000,$6450,$2250,$8220,21,
146,MNQ 03-25,Playback101,,Short,2,21844.25,21853.00,21/1/25 11:18:01 p. m.,21/1/25 11:38:28 p. m.,EntryAnticipado_Short_06,SL_Short_06,$-3880,$3.82280,$380,$000,$000,$000,$000,$4300,$1500,$5380,21,
147,MNQ 03-25,Playback101,,Short,10,21850.00,21857.50,21/1/25 11:41:01 p. m.,21/1/25 11:57:34 p. m.,EntryAnticipado_Short_07,SL_Short_07,$-16900,$3.65380,$1900,$000,$000,$000,$000,$15500,$5000,$21900,17,
148,MNQ 03-25,Playback101,,Short,2,21850.25,21857.25,21/1/25 11:41:01 p. m.,21/1/25 11:57:34 p. m.,EntryAnticipado_Short_07,SL_Short_07,$-3180,$3.62200,$380,$000,$000,$000,$000,$3000,$1100,$4280,17,
149,MNQ 03-25,Playback101,,Short,28,21855.50,21858.75,22/1/25 12:04:02 a. m.,22/1/25 12:31:14 a. m.,EntryAnticipado_Short_08,SL_Short_08,$-23520,$3.38680,$5320,$000,$000,$000,$000,$29400,$19600,$43120,28,
150,MNQ 03-25,Playback101,,Short,2,21855.75,21858.50,22/1/25 12:04:02 a. m.,22/1/25 12:31:14 a. m.,EntryAnticipado_Short_08,SL_Short_08,$-1480,$3.37200,$380,$000,$000,$000,$000,$2000,$1500,$2980,28,
151,MNQ 03-25,Playback101,,Short,7,21868.25,21877.50,22/1/25 12:44:01 a. m.,22/1/25 4:19:49 a. m.,EntryAnticipado_Short_09,SL_Short_09,$-14280,$3.22920,$1330,$000,$000,$000,$000,$16450,$40600,$54880,216,
152,MNQ 03-25,Playback101,,Short,1,21868.25,21877.25,22/1/25 12:44:01 a. m.,22/1/25 4:19:49 a. m.,EntryAnticipado_Short_09,SL_Short_09,$-1990,$3.20930,$190,$000,$000,$000,$000,$2350,$5800,$7790,216,
153,MNQ 03-25,Playback101,,Short,1,21868.50,21877.25,22/1/25 12:44:01 a. m.,22/1/25 4:19:49 a. m.,EntryAnticipado_Short_09,SL_Short_09,$-1940,$3.18990,$190,$000,$000,$000,$000,$2300,$5850,$7790,216,
154,MNQ 03-25,Playback101,,Short,6,21872.75,21882.50,22/1/25 4:27:01 a. m.,22/1/25 4:40:45 a. m.,EntryAnticipado_Short_01,SL_Short_01,$-12840,$3.06150,$1140,$000,$000,$000,$000,$13800,$6000,$18840,14,
