ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
12,MNQ 03-26,2025-01-20 09:54:00,Short,22572.5,2025-01-20 09:54:00,22575.25,SL_Short_03,-99.00,32.76,-131.76,0.00,0.00,Asia High,3,-1.00,0,1,0,0
13,MNQ 03-26,2025-01-20 10:00:00,Short,22596.75,2025-01-20 10:00:00,22596.25,TP1_Short_01,8.00,14.56,-6.56,0.00,0.00,Europe High,1,0.08,0,1,0,0
13.2,MNQ 03-26,2025-01-20 10:00:00,Short,22596.75,2025-01-20 10:00:00,22596.75,SL_Short_01,0.00,12.74,-12.74,0.00,0.00,Europe High,1,0.00,0,1,0,0
14,MNQ 03-26,2025-01-20 10:03:00,Short,22605.75,2025-01-20 10:03:00,22609,SL_Short_02,-97.50,27.30,-124.80,0.00,0.00,Europe High,2,-1.00,0,1,0,0
15,MNQ 03-26,2025-01-20 10:06:00,Short,22606.75,2025-01-20 10:06:00,22606.25,TP1_Short_03,6.00,10.92,-4.92,0.00,0.00,Europe High,3,0.06,0,1,0,0
15.2,MNQ 03-26,2025-01-20 10:06:00,Short,22606.75,2025-01-20 10:06:00,22606.75,SL_Short_03,0.00,10.92,-10.92,0.00,0.00,Europe High,3,0.00,0,1,0,0
16,MNQ 03-26,2025-01-20 10:26:00,Short,22615.75,2025-01-20 10:26:00,22619,SL_Short_04,-97.50,27.30,-124.80,0.00,0.00,Europe High,4,-1.00,0,1,0,0
17,MNQ 03-26,2025-01-20 10:28:00,Short,22628.25,2025-01-20 10:28:00,22631.25,SL_Short_05,-102.00,30.94,-132.94,0.00,0.00,Europe High,5,-1.00,0,1,0,0
18,MNQ 03-26,2025-01-20 10:35:00,Short,22643.25,2025-01-20 10:35:00,22642.75,TP1_Short_06,7.00,12.74,-5.74,0.00,0.00,Europe High,6,0.07,0,1,0,0
18.2,MNQ 03-26,2025-01-20 10:35:00,Short,22643.25,2025-01-20 10:35:00,22643.25,SL_Short_06,0.00,10.92,-10.92,0.00,0.00,Europe High,6,0.00,0,1,0,0
19,MNQ 03-26,2025-01-20 10:38:00,Short,22655.75,2025-01-20 10:38:00,22655.25,TP1_Short_07,7.00,12.74,-5.74,0.00,0.00,Europe High,7,0.07,0,1,0,0
19.2,MNQ 03-26,2025-01-20 10:38:00,Short,22655.75,2025-01-20 10:38:00,22656.25,SL_Short_07,-6.00,10.92,-16.92,0.00,0.00,Europe High,7,-0.06,0,1,0,0
20,MNQ 03-26,2025-01-20 10:42:00,Short,22663.5,2025-01-20 10:42:00,22663,TP1_Short_08,8.00,14.56,-6.56,0.00,0.00,Europe High,8,0.08,0,1,0,0
20.2,MNQ 03-26,2025-01-20 10:42:00,Short,22663.5,2025-01-20 10:42:00,22663.75,SL_Short_08,-3.50,12.74,-16.24,0.00,0.00,Europe High,8,-0.04,0,1,0,0
21,MNQ 03-26,2025-01-20 10:45:00,Short,22677.25,2025-01-20 10:45:00,22676.75,TP1_Short_09,6.00,10.92,-4.92,0.00,0.00,Europe High,9,0.06,0,1,0,0
21.2,MNQ 03-26,2025-01-20 10:45:00,Short,22677.25,2025-01-20 10:45:00,22677.5,SL_Short_09,-3.00,10.92,-13.92,0.00,0.00,Europe High,9,-0.03,0,1,0,0
22,MNQ 03-26,2025-01-20 10:54:00,Short,22670.25,2025-01-20 10:54:00,22669.75,TP1_Short_10,2.00,3.64,-1.64,0.00,0.00,Europe High,10,0.02,0,1,0,0
22.2,MNQ 03-26,2025-01-20 10:54:00,Short,22670.25,2025-01-20 10:54:00,22670.25,SL_Short_10,0.00,1.82,-1.82,0.00,0.00,Europe High,10,0.00,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1.1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542,TP1_Short_01,0.00,1.82,-1.82,-1.00,1.00,Asia High,1,0.00,0,1,0,0
1.2,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:00:01,25542.25,SL_Short_01,-0.50,1.82,-2.32,-1.00,1.00,Asia High,1,-0.04,0,1,0,0
1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:07:01,25549.25,SL_Short_01,-29.00,3.64,-32.64,-29.00,43.00,Asia High,1,-2.07,0,1,0,0
1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:07:01,25549.25,SL_Short_01,-29.00,3.64,-32.64,-29.00,43.00,Asia High,1,-2.07,0,1,0,0
1,MNQ 03-26,2025-12-15 04:59:59,Short,25542,2025-12-15 05:07:01,25549.25,SL_Short_01,-29.00,3.64,-32.64,-29.00,43.00,Asia High,1,-2.07,0,1,0,0
2.1,MNQ 03-26,2025-12-15 05:23:22,Short,25564.25,2025-12-15 05:25:09,25576.375,SL_Short_02,-24.25,1.82,-26.07,-47.00,7.00,Asia High,2,-0.53,0,1,0,0
3,MNQ 03-26,2025-12-15 05:36:36,Short,25581.75,2025-12-15 05:37:02,25584.9375,SL_Short_03,-19.13,5.46,-24.59,-22.00,8.00,Asia High,3,-0.87,0,1,0,0
4,MNQ 03-26,2025-12-15 05:44:18,Short,25578.5,2025-12-15 05:50:48,25584.75,SL_Short_04,-25.00,3.64,-28.64,-25.00,4.00,Asia High,4,-1.00,0,1,0,0
5,MNQ 03-26,2025-12-15 06:02:57,Short,25584,2025-12-15 06:18:23,25593.5,SL_Short_05,-38.00,3.64,-41.64,-38.00,2.00,Asia High,5,-2.00,0,1,0,0
6,MNQ 03-26,2025-12-15 06:25:54,Short,25595,2025-12-15 06:28:53,25600.75,SL_Short_06,-23.00,3.64,-26.64,-23.00,9.00,Asia High,6,-1.00,0,1,0,0
7,MNQ 03-26,2025-12-15 06:35:00,Short,25593,2025-12-15 07:20:31,25602.25,SL_Short_07,-37.00,3.64,-40.64,-37.00,40.00,Asia High,7,-2.00,0,1,0,0
8,MNQ 03-26,2025-12-15 07:30:16,Short,25606.75,2025-12-15 07:31:07,25612,SL_Short_08,-21.00,3.64,-24.64,-21.00,2.00,Asia High,8,-2.10,0,1,0,0
9,MNQ 03-26,2025-12-15 08:02:35,Short,25613.5,2025-12-15 08:44:37,25618,SL_Short_09,-18.00,3.64,-21.64,-18.00,117.00,Asia High,9,-2.00,0,1,0,0
10,MNQ 03-26,2025-12-15 08:51:46,Short,25613.25,2025-12-15 09:45:28,25621.25,SL_Short_10,-32.00,3.64,-35.64,-32.00,72.00,Asia High,10,-2.00,0,1,0,0
11,MNQ 03-26,2025-12-15 10:08:51,Short,25648.25,2025-12-15 10:19:20,25655.5,SL_Short_11,-29.00,3.64,-32.64,-29.00,11.00,Asia High,11,-1.00,0,1,0,0
12,MNQ 03-26,2025-12-15 10:27:46,Short,25641.5,2025-12-15 10:28:06,25657,SL_Short_12,-62.00,3.64,-65.64,-62.00,25.00,Asia High,12,-2.00,0,1,0,0
13.1,MNQ 03-26,2025-12-15 10:36:49,Short,25616.25,2025-12-15 10:39:25,25558,TP1_Short_13,116.50,1.82,114.68,-41.00,233.00,Asia High,13,0.54,0,1,0,0
13.2,MNQ 03-26,2025-12-15 10:36:49,Short,25616.25,2025-12-15 11:24:12,25366.75,TP2_Short_13,499.00,1.82,497.18,-41.00,499.50,Asia High,13,2.31,0,1,0,0
14.1,MNQ 03-26,2025-12-15 11:36:27,Long,25349,2025-12-15 12:16:34,25452.5,TP1_Long_01,207.00,1.82,205.18,-87.00,415.00,Asia Low,1,0.82,0,1,0,0
14.2,MNQ 03-26,2025-12-15 11:36:27,Long,25349,2025-12-15 13:50:59,25349,SL_Long_01,0.00,1.82,-1.82,-87.00,415.00,Asia Low,1,0.00,0,1,0,0
1.1,MNQ 03-26,2025-12-15 11:36:27,Long,25349,2025-12-15 12:16:01,25451,TP1_Long_01,204.00,1.82,202.18,-87.00,408.00,Asia Low,1,0.81,0,1,0,0
1.2,MNQ 03-26,2025-12-15 11:36:27,Long,25349,2025-12-15 13:50:59,25349,SL_Long_01,0.00,1.82,-1.82,-87.00,408.00,Asia Low,1,0.00,0,1,0,0
1.1,MNQ 03-26,2025-12-15 11:36:27,Long,25349,2025-12-15 12:16:01,25451,TP1_Long_01,204.00,1.82,202.18,-87.00,408.00,Asia Low,1,0.81,0,1,0,0
1.2,MNQ 03-26,2025-12-15 11:36:27,Long,25349,2025-12-15 13:50:59,25349,SL_Long_01,0.00,1.82,-1.82,-87.00,408.00,Asia Low,1,0.00,0,1,0,0
1,MNQ 03-26,2025-12-15 19:58:02,Long,25302,2025-12-15 20:06:17,25284.25,SL_Long_01,-71.00,3.64,-74.64,-71.00,60.00,USA Low,1,-2.00,0,1,0,0
2,MNQ 03-26,2025-12-15 20:20:14,Long,25252.25,2025-12-15 21:00:40,25240.25,SL_Long_02,-48.00,3.64,-51.64,-48.00,168.00,USA Low,2,-2.00,0,1,0,0
3,MNQ 03-26,2025-12-15 21:09:38,Long,25247.25,2025-12-15 21:34:36,25230.25,SL_Long_03,-68.00,3.64,-71.64,-68.00,62.00,USA Low,3,-2.00,0,1,0,0
4,MNQ 03-26,2025-12-15 22:01:02,Long,25139.25,2025-12-15 23:33:48,25112.25,SL_Long_04,-108.00,3.64,-111.64,-108.00,187.00,USA Low,4,-2.00,0,1,0,0
5,MNQ 03-26,2025-12-16 00:03:18,Long,25139.75,2025-12-16 03:37:47,25103,SL_Long_05,-147.00,3.64,-150.64,-147.00,143.00,USA Low,5,-2.00,0,1,0,0
6,MNQ 03-26,2025-12-16 03:42:39,Long,25101,2025-12-16 03:44:02,25090.25,SL_Long_06,-43.00,3.64,-46.64,-43.00,23.00,USA Low,6,-2.00,0,1,0,0
1,MNQ 03-26,2025-12-16 10:55:06,Short,25354.25,2025-12-16 10:59:03,25392.5,SL_Short_01,-153.00,3.64,-156.64,-153.00,27.00,Europe High,1,-1.00,0,1,0,0
2.1,MNQ 03-26,2025-12-16 11:04:29,Short,25365.25,2025-12-16 11:15:56,25295.5,TP1_Short_02,139.50,1.82,137.68,-157.00,280.00,Europe High,2,0.80,0,1,0,0
2.2,MNQ 03-26,2025-12-16 11:04:29,Short,25365.25,2025-12-16 11:22:24,25247.25,TP2_Short_02,236.00,1.82,234.18,-157.00,280.00,Europe High,2,1.36,0,1,0,0
1,MNQ 03-26,2025-12-16 10:55:06,Short,25354.25,2025-12-16 10:59:03,25392.5,SL_Short_01,-153.00,3.64,-156.64,-153.00,27.00,Europe High,1,-1.00,0,1,0,0
