ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
8.7,MCL 02-25,2025-01-06 21:41:32,Long,73.19,2025-01-06 21:53:29,73.31,TP1_Long_01,36.00,6.60,29.40,-44.00,572.00,USA Low,1,1.33,0,1,0,0,0
8.8,MCL 02-25,2025-01-06 21:41:32,Long,73.19,2025-01-06 21:53:29,73.31,TP1_Long_01,36.00,6.60,29.40,-44.00,572.00,USA Low,1,1.33,0,1,0,0,0
8.9,MCL 02-25,2025-01-06 21:41:32,Long,73.19,2025-01-06 21:53:29,73.31,TP1_Long_01,48.00,8.80,39.20,-44.00,572.00,USA Low,1,1.78,0,1,0,0,0
8.10,MCL 02-25,2025-01-06 21:41:32,Long,73.19,2025-01-06 21:53:29,73.31,TP1_Long_01,24.00,4.40,19.60,-44.00,572.00,USA Low,1,0.89,0,1,0,0,0
8.11,MCL 02-25,2025-01-06 21:41:32,Long,73.19,2025-01-07 04:51:18,73.19,SL_Long_01,0.00,15.40,-15.40,-44.00,792.00,USA Low,1,0.00,0,1,0,0,0
8.12,MCL 02-25,2025-01-06 21:41:32,Long,73.19,2025-01-07 04:51:18,73.18,SL_Long_01,-15.00,33.00,-48.00,-44.00,792.00,USA Low,1,-0.56,0,1,0,0,0
9,MCL 02-25,2025-01-07 06:11:14,Short,73.68,2025-01-07 06:11:43,73.71,SL_Short_01,-18.00,13.20,-31.20,-117.00,39.00,Asia High,1,-0.50,0,1,0,0,1
9.2,MCL 02-25,2025-01-07 06:11:14,Short,73.68,2025-01-07 06:11:43,73.72,SL_Short_01,-132.00,72.60,-204.60,-117.00,39.00,Asia High,1,-3.67,0,1,0,0,1
10,MCL 02-25,2025-01-07 06:18:08,Short,73.69,2025-01-07 06:20:04,73.74,SL_Short_02,-25.00,11.00,-36.00,-165.00,66.00,Asia High,2,-0.56,0,1,0,0,1
10.2,MCL 02-25,2025-01-07 06:18:08,Short,73.69,2025-01-07 06:20:04,73.75,SL_Short_02,-168.00,61.60,-229.60,-165.00,66.00,Asia High,2,-3.73,0,1,0,0,1
11,MCL 02-25,2025-01-07 06:22:01,Short,73.69,2025-01-07 06:30:17,73.75,SL_Short_03,-66.00,24.20,-90.20,-156.00,130.00,Asia High,3,-1.83,0,1,0,0,1
11.2,MCL 02-25,2025-01-07 06:22:01,Short,73.69,2025-01-07 06:30:17,73.76,SL_Short_03,-105.00,33.00,-138.00,-156.00,130.00,Asia High,3,-2.92,0,1,0,0,1
12,MCL 02-25,2025-01-07 06:36:16,Short,73.71,2025-01-07 06:37:27,73.76,SL_Short_04,-25.00,11.00,-36.00,-135.00,27.00,Asia High,4,-0.83,0,1,0,0,1
12.2,MCL 02-25,2025-01-07 06:36:16,Short,73.71,2025-01-07 06:37:27,73.77,SL_Short_04,-132.00,48.40,-180.40,-135.00,27.00,Asia High,4,-4.40,0,1,0,0,1
13,MCL 02-25,2025-01-07 06:53:06,Short,73.78,2025-01-07 06:56:22,73.8,SL_Short_05,-22.00,24.20,-46.20,-154.00,154.00,Asia High,5,-0.85,0,1,0,0,1
13.2,MCL 02-25,2025-01-07 06:53:06,Short,73.78,2025-01-07 06:56:22,73.81,SL_Short_05,-198.00,145.20,-343.20,-154.00,154.00,Asia High,5,-7.62,0,1,0,0,1
14,MCL 02-25,2025-01-07 07:17:51,Short,74.02,2025-01-07 07:41:59,74.07,SL_Short_06,-35.00,15.40,-50.40,-150.00,390.00,Asia High,6,-7.00,0,1,0,0,1
14.2,MCL 02-25,2025-01-07 07:17:51,Short,74.02,2025-01-07 07:41:59,74.08,SL_Short_06,-138.00,50.60,-188.60,-150.00,390.00,Asia High,6,-27.60,0,1,0,0,1
15,MCL 02-25,2025-01-07 07:53:43,Short,74.11,2025-01-07 07:58:48,74.15,SL_Short_07,-60.00,33.00,-93.00,-132.00,99.00,Asia High,7,-2.14,0,1,0,0,1
15.2,MCL 02-25,2025-01-07 07:53:43,Short,74.11,2025-01-07 07:58:48,74.16,SL_Short_07,-90.00,39.60,-129.60,-132.00,99.00,Asia High,7,-3.21,0,1,0,0,1
16.1,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:16:57,73.81,TP1_Short_08,29.00,2.20,26.80,-130.00,390.00,Asia High,8,0.88,0,1,0,0,1
16.2,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:16:57,73.81,TP1_Short_08,29.00,2.20,26.80,-130.00,390.00,Asia High,8,0.88,0,1,0,0,1
16.3,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:16:57,73.81,TP1_Short_08,29.00,2.20,26.80,-130.00,390.00,Asia High,8,0.88,0,1,0,0,1
16.4,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:16:57,73.81,TP1_Short_08,29.00,2.20,26.80,-130.00,390.00,Asia High,8,0.88,0,1,0,0,1
16.5,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:16:57,73.81,TP1_Short_08,58.00,4.40,53.60,-130.00,390.00,Asia High,8,1.76,0,1,0,0,1
16.6,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:16:57,73.81,TP1_Short_08,29.00,2.20,26.80,-130.00,390.00,Asia High,8,0.88,0,1,0,0,1
16.7,MCL 02-25,2025-01-07 08:21:02,Short,74.1,2025-01-07 10:23:39,74.1,SL_Short_08,0.00,13.20,-13.20,-130.00,390.00,Asia High,8,0.00,0,1,0,0,1
17,MCL 02-25,2025-01-07 10:30:01,Short,74.25,2025-01-07 12:03:43,74.32,SL_Short_09,-70.00,22.00,-92.00,-147.00,462.00,Asia High,9,-0.83,0,1,0,0,1
17.2,MCL 02-25,2025-01-07 10:30:01,Short,74.25,2025-01-07 12:03:43,74.33,SL_Short_09,-88.00,24.20,-112.20,-147.00,462.00,Asia High,9,-1.05,0,1,0,0,1
18,MCL 02-25,2025-01-07 12:12:57,Short,74.23,2025-01-07 12:20:42,74.39,SL_Short_01,-144.00,19.80,-163.80,-144.00,27.00,Europe High,1,-4.50,0,1,0,0,0
19,MCL 02-25,2025-01-07 14:25:56,Short,74.46,2025-01-07 14:29:39,74.51,SL_Short_03,-40.00,17.60,-57.60,-125.00,75.00,Europe High,3,-0.62,0,1,0,0,0
19.2,MCL 02-25,2025-01-07 14:25:56,Short,74.46,2025-01-07 14:29:39,74.52,SL_Short_03,-102.00,37.40,-139.40,-125.00,75.00,Europe High,3,-1.57,0,1,0,0,0
20,MCL 02-25,2025-01-07 14:32:13,Short,74.48,2025-01-07 14:33:19,74.52,SL_Short_04,-48.00,26.40,-74.40,-148.00,74.00,Europe High,4,-1.09,0,1,0,0,0
20.2,MCL 02-25,2025-01-07 14:32:13,Short,74.48,2025-01-07 14:33:19,74.53,SL_Short_04,-125.00,55.00,-180.00,-148.00,74.00,Europe High,4,-2.84,0,1,0,0,0
21.1,MCL 02-25,2025-01-07 15:29:41,Short,74.29,2025-01-07 19:00:01,74.55,SL_Short_05,-26.00,2.20,-28.20,-156.00,42.00,Europe High,5,-0.17,0,1,0,0,0
21.2,MCL 02-25,2025-01-07 15:29:41,Short,74.29,2025-01-07 19:00:01,74.56,SL_Short_05,-135.00,11.00,-146.00,-156.00,42.00,Europe High,5,-0.90,0,1,0,0,0
22,MCL 02-25,2025-01-07 19:07:23,Short,74.68,2025-01-07 19:14:38,74.72,SL_Short_01,-140.00,77.00,-217.00,-204.00,102.00,USA High,1,-46.67,0,1,0,0,0
22.2,MCL 02-25,2025-01-07 19:07:23,Short,74.68,2025-01-07 19:14:38,74.73,SL_Short_01,-80.00,35.20,-115.20,-204.00,102.00,USA High,1,-26.67,0,1,0,0,0
23,MCL 02-25,2025-01-08 04:29:46,Short,74.9,2025-01-08 04:34:14,74.95,SL_Short_01,-20.00,8.80,-28.80,-150.00,120.00,Asia High,1,-0.67,0,1,0,0,1
23.2,MCL 02-25,2025-01-08 04:29:46,Short,74.9,2025-01-08 04:34:14,74.96,SL_Short_01,-156.00,57.20,-213.20,-150.00,120.00,Asia High,1,-5.20,0,1,0,0,1
24.1,MCL 02-25,2025-01-08 04:45:20,Short,75.2,2025-01-08 05:00:01,75.29,SL_Short_01,-9.00,2.20,-11.20,-144.00,144.00,USA High,1,-0.33,0,1,0,0,2
24.2,MCL 02-25,2025-01-08 04:45:20,Short,75.2,2025-01-08 05:00:01,75.3,SL_Short_01,-150.00,33.00,-183.00,-144.00,144.00,USA High,1,-5.56,0,1,0,0,2
25,MCL 02-25,2025-01-08 05:53:18,Short,75.14,2025-01-08 06:36:46,74.86,TP1_Short_02,140.00,11.00,129.00,-99.00,252.00,USA High,2,8.75,0,1,0,0,2
25.2,MCL 02-25,2025-01-08 05:53:18,Short,75.14,2025-01-08 14:31:36,73.19,TP2_Short_02,195.00,2.20,192.80,-99.00,780.00,USA High,2,12.19,0,1,0,0,2
25.3,MCL 02-25,2025-01-08 05:53:18,Short,75.14,2025-01-08 14:32:35,73.19,TP2_Short_02,195.00,2.20,192.80,-99.00,780.00,USA High,2,12.19,0,1,0,0,2
25.4,MCL 02-25,2025-01-08 05:53:18,Short,75.14,2025-01-08 14:32:35,73.19,TP2_Short_02,195.00,2.20,192.80,-99.00,780.00,USA High,2,12.19,0,1,0,0,2
25.5,MCL 02-25,2025-01-08 05:53:18,Short,75.14,2025-01-08 14:32:35,73.19,TP2_Short_02,195.00,2.20,192.80,-99.00,780.00,USA High,2,12.19,0,1,0,0,2
26,MCL 02-25,2025-01-08 21:08:07,Long,73,2025-01-08 21:28:54,72.93,SL_Long_01,-49.00,15.40,-64.40,-161.00,161.00,Europe Low,1,-7.00,0,1,0,0,1
26.2,MCL 02-25,2025-01-08 21:08:07,Long,73,2025-01-08 21:28:54,72.92,SL_Long_01,-128.00,35.20,-163.20,-161.00,161.00,Europe Low,1,-18.29,0,1,0,0,1
27,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-08 22:43:07,73.07,TP1_Long_02,285.00,33.00,252.00,-62.00,589.00,Europe Low,2,10.18,0,1,0,0,1
27.2,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-08 22:43:07,73.07,TP1_Long_02,19.00,2.20,16.80,-62.00,589.00,Europe Low,2,0.68,0,1,0,0,1
27.3,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,429.00,6.60,422.40,-62.00,2160.00,Europe Low,2,15.32,0,1,0,0,1
27.4,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.5,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.6,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,286.00,4.40,281.60,-62.00,2160.00,Europe Low,2,10.21,0,1,0,0,1
27.7,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.8,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.9,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.10,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.11,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,143.00,2.20,140.80,-62.00,2160.00,Europe Low,2,5.11,0,1,0,0,1
27.12,MCL 02-25,2025-01-08 21:52:53,Long,72.88,2025-01-09 17:57:19,74.31,TP2_Long_02,429.00,6.60,422.40,-62.00,2160.00,Europe Low,2,15.32,0,1,0,0,1
28,MCL 02-25,2025-01-10 03:27:10,Short,74.57,2025-01-10 03:36:15,74.63,SL_Short_01,-36.00,13.20,-49.20,-162.00,54.00,USA High,1,-0.86,0,1,0,0,1
28.2,MCL 02-25,2025-01-10 03:27:10,Short,74.57,2025-01-10 03:36:15,74.64,SL_Short_01,-147.00,46.20,-193.20,-162.00,54.00,USA High,1,-3.50,0,1,0,0,1
29,MCL 02-25,2025-01-10 03:45:01,Short,74.59,2025-01-10 04:07:57,74.65,SL_Short_02,-24.00,8.80,-32.80,-132.00,308.00,USA High,2,-0.22,0,1,0,0,1
29.2,MCL 02-25,2025-01-10 03:45:01,Short,74.59,2025-01-10 04:07:57,74.66,SL_Short_02,-126.00,39.60,-165.60,-132.00,308.00,USA High,2,-1.17,0,1,0,0,1
30,MCL 02-25,2025-01-10 04:14:49,Short,74.61,2025-01-10 04:15:39,74.66,SL_Short_01,-55.00,24.20,-79.20,-130.00,0.00,Asia High,1,-11.00,0,1,0,0,1
30.2,MCL 02-25,2025-01-10 04:14:49,Short,74.61,2025-01-10 04:15:39,74.67,SL_Short_01,-90.00,33.00,-123.00,-130.00,0.00,Asia High,1,-18.00,0,1,0,0,1
31,MCL 02-25,2025-01-10 04:21:22,Short,74.65,2025-01-10 04:21:47,74.69,SL_Short_02,-20.00,11.00,-31.00,-136.00,0.00,Asia High,2,-0.42,0,1,0,0,1
31.2,MCL 02-25,2025-01-10 04:21:22,Short,74.65,2025-01-10 04:21:47,74.7,SL_Short_02,-145.00,63.80,-208.80,-136.00,0.00,Asia High,2,-3.02,0,1,0,0,1
32,MCL 02-25,2025-01-10 04:45:07,Short,74.78,2025-01-10 04:45:07,74.79,SL_Short_03,-17.00,37.40,-54.40,-158.00,1.00,Asia High,3,-8.50,0,1,0,0,1
32.2,MCL 02-25,2025-01-10 04:45:07,Short,74.78,2025-01-10 04:45:07,74.8,SL_Short_03,-72.00,79.20,-151.20,-158.00,1.00,Asia High,3,-36.00,0,1,0,0,1
33.1,MCL 02-25,2025-01-10 05:03:50,Short,74.97,2025-01-10 05:14:42,75.07,SL_Short_04,-10.00,2.20,-12.20,-140.00,56.00,Asia High,4,-0.20,0,1,0,0,1
33.2,MCL 02-25,2025-01-10 05:03:50,Short,74.97,2025-01-10 05:14:42,75.08,SL_Short_04,-143.00,28.60,-171.60,-140.00,56.00,Asia High,4,-2.86,0,1,0,0,1
34,MCL 02-25,2025-01-10 05:21:30,Short,75.14,2025-01-10 05:22:01,75.18,SL_Short_05,-12.00,6.60,-18.60,-120.00,0.00,Asia High,5,-0.60,0,1,0,0,1
34.2,MCL 02-25,2025-01-10 05:21:30,Short,75.14,2025-01-10 05:22:01,75.19,SL_Short_05,-135.00,59.40,-194.40,-120.00,0.00,Asia High,5,-6.75,0,1,0,0,1
35,MCL 02-25,2025-01-10 05:41:06,Short,75.46,2025-01-10 05:54:25,75.63,SL_Short_01,-102.00,13.20,-115.20,-153.00,99.00,Europe High,1,-6.00,0,1,0,0,2
35.2,MCL 02-25,2025-01-10 05:41:06,Short,75.46,2025-01-10 05:54:25,75.64,SL_Short_01,-54.00,6.60,-60.60,-153.00,99.00,Europe High,1,-3.18,0,1,0,0,2
36,MCL 02-25,2025-01-10 06:18:49,Short,75.66,2025-01-10 06:30:06,75.77,SL_Short_02,-77.00,15.40,-92.40,-143.00,156.00,Europe High,2,-1.75,0,1,0,0,2
36.2,MCL 02-25,2025-01-10 06:18:49,Short,75.66,2025-01-10 06:30:06,75.78,SL_Short_02,-72.00,13.20,-85.20,-143.00,156.00,Europe High,2,-1.64,0,1,0,0,2
37,MCL 02-25,2025-01-10 07:03:46,Short,75.8,2025-01-10 07:05:17,75.85,SL_Short_03,-15.00,6.60,-21.60,-150.00,60.00,Europe High,3,-0.43,0,1,0,0,2
37.2,MCL 02-25,2025-01-10 07:03:46,Short,75.8,2025-01-10 07:05:17,75.86,SL_Short_03,-162.00,59.40,-221.40,-150.00,60.00,Europe High,3,-4.63,0,1,0,0,2
38,MCL 02-25,2025-01-10 07:23:49,Short,76.11,2025-01-10 07:24:21,76.18,SL_Short_04,-35.00,11.00,-46.00,-154.00,22.00,Europe High,4,-0.38,0,1,0,0,2
38.2,MCL 02-25,2025-01-10 07:23:49,Short,76.11,2025-01-10 07:24:21,76.19,SL_Short_04,-136.00,37.40,-173.40,-154.00,22.00,Europe High,4,-1.49,0,1,0,0,2
39,MCL 02-25,2025-01-10 07:28:02,Short,76.17,2025-01-10 07:44:28,76.23,SL_Short_05,-78.00,28.60,-106.60,-150.00,225.00,Europe High,5,-13.00,0,1,0,0,2
39.2,MCL 02-25,2025-01-10 07:28:02,Short,76.17,2025-01-10 07:44:28,76.24,SL_Short_05,-84.00,26.40,-110.40,-150.00,225.00,Europe High,5,-14.00,0,1,0,0,2
40,MCL 02-25,2025-01-10 08:37:27,Short,76.32,2025-01-10 09:13:38,76.69,SL_Short_06,-148.00,8.80,-156.80,-148.00,36.00,Europe High,6,-1.00,0,1,0,0,2
41,MCL 02-25,2025-01-10 09:29:11,Short,76.78,2025-01-10 09:34:09,76.82,SL_Short_07,-44.00,24.20,-68.20,-136.00,442.00,Europe High,7,-3.67,0,1,0,0,2
41.2,MCL 02-25,2025-01-10 09:29:11,Short,76.78,2025-01-10 09:34:09,76.83,SL_Short_07,-115.00,50.60,-165.60,-136.00,442.00,Europe High,7,-9.58,0,1,0,0,2
42.1,MCL 02-25,2025-01-10 09:40:07,Short,76.83,2025-01-10 09:42:44,76.91,SL_Short_08,-8.00,2.20,-10.20,-144.00,126.00,Europe High,8,-0.11,0,1,0,0,2
42.2,MCL 02-25,2025-01-10 09:40:07,Short,76.83,2025-01-10 09:42:44,76.92,SL_Short_08,-153.00,37.40,-190.40,-144.00,126.00,Europe High,8,-2.13,0,1,0,0,2
43,MCL 02-25,2025-01-10 09:59:47,Short,76.95,2025-01-10 10:19:02,77.09,SL_Short_09,-56.00,8.80,-64.80,-140.00,220.00,Europe High,9,-0.57,0,1,0,0,2
43.2,MCL 02-25,2025-01-10 09:59:47,Short,76.95,2025-01-10 10:19:02,77.1,SL_Short_09,-90.00,13.20,-103.20,-140.00,220.00,Europe High,9,-0.92,0,1,0,0,2
44,MCL 02-25,2025-01-10 10:26:32,Short,77.53,2025-01-10 10:29:25,77.63,SL_Short_10,-50.00,11.00,-61.00,-150.00,150.00,Europe High,10,-0.38,0,1,0,0,2
44.2,MCL 02-25,2025-01-10 10:26:32,Short,77.53,2025-01-10 10:29:25,77.64,SL_Short_10,-110.00,22.00,-132.00,-150.00,150.00,Europe High,10,-0.85,0,1,0,0,2
45.1,MCL 02-25,2025-01-10 10:49:20,Short,77.24,2025-01-10 11:46:50,76.37,TP1_Short_01,87.00,2.20,84.80,-10.00,174.00,Europe High,1,0.69,0,1,0,0,0
45.2,MCL 02-25,2025-01-10 10:49:20,Short,77.24,2025-01-10 17:59:03,76.59,Exit_Short_Market,65.00,2.20,62.80,-10.00,182.00,Europe High,1,0.52,0,1,0,0,0
1,MCL 02-25,2025-01-12 19:24:07,Short,77.89,2025-01-12 19:24:28,77.98,SL_Short_01,-36.00,8.80,-44.80,-153.00,0.00,USA High,1,-4.00,0,1,0,0,2
1.2,MCL 02-25,2025-01-12 19:24:07,Short,77.89,2025-01-12 19:24:28,77.99,SL_Short_01,-130.00,28.60,-158.60,-153.00,0.00,USA High,1,-14.44,0,1,0,0,2
2.1,MCL 02-25,2025-01-12 19:30:31,Short,77.89,2025-01-12 19:32:33,78.06,SL_Short_02,-17.00,2.20,-19.20,-153.00,0.00,USA High,2,-1.00,0,1,0,0,2
2.2,MCL 02-25,2025-01-12 19:30:31,Short,77.89,2025-01-12 19:32:33,78.07,SL_Short_02,-144.00,17.60,-161.60,-153.00,0.00,USA High,2,-8.47,0,1,0,0,2
3,MCL 02-25,2025-01-12 19:42:11,Short,78.12,2025-01-12 19:43:35,78.34,SL_Short_03,-44.00,4.40,-48.40,-154.00,0.00,USA High,3,-0.67,0,1,0,0,2
3.2,MCL 02-25,2025-01-12 19:42:11,Short,78.12,2025-01-12 19:43:35,78.35,SL_Short_03,-115.00,11.00,-126.00,-154.00,0.00,USA High,3,-1.74,0,1,0,0,2
4,MCL 02-25,2025-01-12 20:09:19,Short,78.13,2025-01-12 22:38:54,77.93,TP1_Short_04,60.00,6.60,53.40,-110.00,100.00,USA High,4,0.74,0,1,0,0,2
4.2,MCL 02-25,2025-01-12 20:09:19,Short,78.13,2025-01-13 00:51:49,78.13,SL_Short_04,0.00,4.40,-4.40,-110.00,100.00,USA High,4,0.00,0,1,0,0,2
5.1,MCL 02-25,2025-01-13 04:50:11,Short,78.4,2025-01-13 05:14:50,78.01,TP1_Short_05,39.00,2.20,36.80,-120.00,320.00,USA High,5,0.29,0,1,0,0,3
5.2,MCL 02-25,2025-01-13 04:50:11,Short,78.4,2025-01-13 05:14:50,78.01,TP1_Short_05,78.00,4.40,73.60,-120.00,320.00,USA High,5,0.59,0,1,0,0,3
5.3,MCL 02-25,2025-01-13 04:50:11,Short,78.4,2025-01-13 05:14:50,78.01,TP1_Short_05,39.00,2.20,36.80,-120.00,320.00,USA High,5,0.29,0,1,0,0,3
5.4,MCL 02-25,2025-01-13 04:50:11,Short,78.4,2025-01-13 11:50:26,78.4,SL_Short_05,0.00,8.80,-8.80,-120.00,412.00,USA High,5,0.00,0,1,0,0,3
6,MCL 02-25,2025-01-13 12:18:48,Short,78.83,2025-01-13 13:00:19,79.02,SL_Short_01,-38.00,4.40,-42.40,-152.00,240.00,Europe High,1,-0.25,0,1,0,0,0
6.2,MCL 02-25,2025-01-13 12:18:48,Short,78.83,2025-01-13 13:00:19,79.03,SL_Short_01,-120.00,13.20,-133.20,-152.00,240.00,Europe High,1,-0.79,0,1,0,0,0
7,MCL 02-25,2025-01-13 13:09:30,Short,79.06,2025-01-13 14:07:18,79.16,SL_Short_02,-100.00,22.00,-122.00,-140.00,602.00,Europe High,2,-0.83,0,1,0,0,0
7.2,MCL 02-25,2025-01-13 13:09:30,Short,79.06,2025-01-13 14:07:18,79.17,SL_Short_02,-44.00,8.80,-52.80,-140.00,602.00,Europe High,2,-0.37,0,1,0,0,0
8,MCL 02-25,2025-01-13 14:12:08,Short,79.18,2025-01-13 14:21:45,79.24,SL_Short_03,-18.00,6.60,-24.60,-150.00,400.00,Europe High,3,-0.23,0,1,0,0,0
8.2,MCL 02-25,2025-01-13 14:12:08,Short,79.18,2025-01-13 14:21:45,79.25,SL_Short_03,-154.00,48.40,-202.40,-150.00,400.00,Europe High,3,-1.97,0,1,0,0,0
9,MCL 02-25,2025-01-13 15:22:15,Short,78.91,2025-01-14 02:42:37,78.28,TP1_Short_04,126.00,4.40,121.60,-44.00,252.00,Europe High,4,0.83,0,1,0,0,0
9.2,MCL 02-25,2025-01-13 15:22:15,Short,78.91,2025-01-14 05:06:07,78.91,SL_Short_04,0.00,4.40,-4.40,-44.00,252.00,Europe High,4,0.00,0,1,0,0,0
10,MCL 02-25,2025-01-14 11:01:02,Long,77.7,2025-01-14 11:01:49,77.64,SL_Long_01,-24.00,8.80,-32.80,-192.00,128.00,Europe Low,1,-0.44,0,1,0,0,0
10.2,MCL 02-25,2025-01-14 11:01:02,Long,77.7,2025-01-14 11:01:49,77.63,SL_Long_01,-196.00,61.60,-257.60,-192.00,128.00,Europe Low,1,-3.56,0,1,0,0,0
